Naissance,Debut,Enfants,Sexe,AgeLiq,AOD,ATP,DTP,AOD_Macron,AgeCL_Macron,DC,DV,CL,Possible,Tauxplein,Decote,Surcote,Possible_Mac,Tauxplein_Mac,Decote_Mac,Surcote_Mac
1966,17,0,1,60,62,67,169,64.00000000000001,61.5,172,172,1,1,1,0,0,0,,,
1966,17,0,1,61,62,67,169,64.00000000000001,61.5,176,176,1,1,1,0,0,0,,,
1966,17,0,1,62,62,67,169,64.00000000000001,61.5,180,180,1,1,1,0,0,1,1,0,0
1966,17,0,1,63,62,67,169,64.00000000000001,61.5,184,184,1,1,1,0,4,1,1,0,0
1966,17,0,1,64,62,67,169,64.00000000000001,61.5,188,188,1,1,1,0,8,1,1,0,0
1966,17,0,1,65,62,67,169,64.00000000000001,61.5,192,192,1,1,1,0,12,1,1,0,4
1966,17,0,1,66,62,67,169,64.00000000000001,61.5,196,196,1,1,1,0,16,1,1,0,8
1966,17,0,1,67,62,67,169,64.00000000000001,61.5,200,200,1,1,1,0,20,1,1,0,12
1966,17,0,2,60,62,67,169,64.00000000000001,61.5,172,172,1,1,1,0,0,0,,,
1966,17,0,2,61,62,67,169,64.00000000000001,61.5,176,176,1,1,1,0,0,0,,,
1966,17,0,2,62,62,67,169,64.00000000000001,61.5,180,180,1,1,1,0,0,1,1,0,0
1966,17,0,2,63,62,67,169,64.00000000000001,61.5,184,184,1,1,1,0,4,1,1,0,0
1966,17,0,2,64,62,67,169,64.00000000000001,61.5,188,188,1,1,1,0,8,1,1,0,0
1966,17,0,2,65,62,67,169,64.00000000000001,61.5,192,192,1,1,1,0,12,1,1,0,4
1966,17,0,2,66,62,67,169,64.00000000000001,61.5,196,196,1,1,1,0,16,1,1,0,8
1966,17,0,2,67,62,67,169,64.00000000000001,61.5,200,200,1,1,1,0,20,1,1,0,12
1966,17,1,1,60,62,67,169,64.00000000000001,61.5,172,172,1,1,1,0,0,0,,,
1966,17,1,1,61,62,67,169,64.00000000000001,61.5,176,176,1,1,1,0,0,0,,,
1966,17,1,1,62,62,67,169,64.00000000000001,61.5,180,180,1,1,1,0,0,1,1,0,0
1966,17,1,1,63,62,67,169,64.00000000000001,61.5,184,184,1,1,1,0,4,1,1,0,0
1966,17,1,1,64,62,67,169,64.00000000000001,61.5,188,188,1,1,1,0,8,1,1,0,0
1966,17,1,1,65,62,67,169,64.00000000000001,61.5,192,192,1,1,1,0,12,1,1,0,4
1966,17,1,1,66,62,67,169,64.00000000000001,61.5,196,196,1,1,1,0,16,1,1,0,8
1966,17,1,1,67,62,67,169,64.00000000000001,61.5,200,200,1,1,1,0,20,1,1,0,12
1966,17,1,2,60,62,67,169,64.00000000000001,61.5,172,172,1,1,1,0,0,0,,,
1966,17,1,2,61,62,67,169,64.00000000000001,61.5,176,176,1,1,1,0,0,0,,,
1966,17,1,2,62,62,67,169,64.00000000000001,61.5,180,180,1,1,1,0,0,1,1,0,0
