Naissance,Debut,Enfants,Sexe,AgeLiq,AOD,ATP,DTP,AOD_Macron,AgeCL_Macron,DC,DV,CL,Possible,Tauxplein,Decote,Surcote,Possible_Mac,Tauxplein_Mac,Decote_Mac,Surcote_Mac
1967,17,0,1,60,62,67,170,64.33333333333334,61.75,172,172,1,1,1,0,0,0,,,
1967,17,0,1,61,62,67,170,64.33333333333334,61.75,176,176,1,1,1,0,0,0,,,
1967,17,0,1,62,62,67,170,64.33333333333334,61.75,180,180,1,1,1,0,0,1,1,0,0
1967,17,0,1,63,62,67,170,64.33333333333334,61.75,184,184,1,1,1,0,4,1,1,0,0
1967,17,0,1,64,62,67,170,64.33333333333334,61.75,188,188,1,1,1,0,8,1,1,0,0
1967,17,0,1,65,62,67,170,64.33333333333334,61.75,192,192,1,1,1,0,12,1,1,0,2.6666667
1967,17,0,1,66,62,67,170,64.33333333333334,61.75,196,196,1,1,1,0,16,1,1,0,6.6666665
1967,17,0,1,67,62,67,170,64.33333333333334,61.75,200,200,1,1,1,0,20,1,1,0,10.666667
1967,17,0,2,60,62,67,170,64.33333333333334,61.75,172,172,1,1,1,0,0,0,,,
1967,17,0,2,61,62,67,170,64.33333333333334,61.75,176,176,1,1,1,0,0,0,,,
1967,17,0,2,62,62,67,170,64.33333333333334,61.75,180,180,1,1,1,0,0,1,1,0,0
1967,17,0,2,63,62,67,170,64.33333333333334,61.75,184,184,1,1,1,0,4,1,1,0,0
1967,17,0,2,64,62,67,170,64.33333333333334,61.75,188,188,1,1,1,0,8,1,1,0,0
1967,17,0,2,65,62,67,170,64.33333333333334,61.75,192,192,1,1,1,0,12,1,1,0,2.6666667
1967,17,0,2,66,62,67,170,64.33333333333334,61.75,196,196,1,1,1,0,16,1,1,0,6.6666665
1967,17,0,2,67,62,67,170,64.33333333333334,61.75,200,200,1,1,1,0,20,1,1,0,10.666667
1967,17,1,1,60,62,67,170,64.33333333333334,61.75,172,172,1,1,1,0,0,0,,,
1967,17,1,1,61,62,67,170,64.33333333333334,61.75,176,176,1,1,1,0,0,0,,,
1967,17,1,1,62,62,67,170,64.33333333333334,61.75,180,180,1,1,1,0,0,1,1,0,0
1967,17,1,1,63,62,67,170,64.33333333333334,61.75,184,184,1,1,1,0,4,1,1,0,0
1967,17,1,1,64,62,67,170,64.33333333333334,61.75,188,188,1,1,1,0,8,1,1,0,0
1967,17,1,1,65,62,67,170,64.33333333333334,61.75,192,192,1,1,1,0,12,1,1,0,2.6666667
1967,17,1,1,66,62,67,170,64.33333333333334,61.75,196,196,1,1,1,0,16,1,1,0,6.6666665
1967,17,1,1,67,62,67,170,64.33333333333334,61.75,200,200,1,1,1,0,20,1,1,0,10.666667
1967,17,1,2,60,62,67,170,64.33333333333334,61.75,172,172,1,1,1,0,0,0,,,
1967,17,1,2,61,62,67,170,64.33333333333334,61.75,176,176,1,1,1,0,0,0,,,
1967,17,1,2,62,62,67,170,64.33333333333334,61.75,180,180,1,1,1,0,0,1,1,0,0
1967,17,1,2,63,62,67,170,64.33333333333334,61.75,184,184,1,1,1,0,4,1,1,0,0
1967,17,1,2,64,62,67,170,64.33333333333334,61.75,188,188,1,1,1,0,8,1,1,0,0
1967,17,1,2,65,62,67,170,64.33333333333334,61.75,192,192,1,1,1,0,12,1,1,0,2.6666667
1967,17,1,2,66,62,67,170,64.33333333333334,61.75,196,196,1,1,1,0,16,1,1,0,6.6666665
1967,17,1,2,67,62,67,170,64.33333333333334,61.75,200,200,1,1,1,0,20,1,1,0,10.666667
1967,17,2,1,60,62,67,170,64.33333333333334,61.75,172,172,1,1,1,0,0,0,,,
1967,17,2,1,61,62,67,170,64.33333333333334,61.75,176,176,1,1,1,0,0,0,,,
1967,17,2,1,62,62,67,170,64.33333333333334,61.75,180,180,1,1,1,0,0,1,1,0,0
1967,17,2,1,63,62,67,170,64.33333333333334,61.75,184,184,1,1,1,0,4,1,1,0,0
1967,17,2,1,64,62,67,170,64.33333333333334,61.75,188,188,1,1,1,0,8,1,1,0,0
1967,17,2,1,65,62,67,170,64.33333333333334,61.75,192,192,1,1,1,0,12,1,1,0,2.6666667
1967,17,2,1,66,62,67,170,64.33333333333334,61.75,196,196,1,1,1,0,16,1,1,0,6.6666665
1967,17,2,1,67,62,67,170,64.33333333333334,61.75,200,200,1,1,1,0,20,1,1,0,10.666667
1967,17,2,2,60,62,67,170,64.33333333333334,61.75,172,172,1,1,1,0,0,0,,,
1967,17,2,2,61,62,67,170,64.33333333333334,61.75,176,176,1,1,1,0,0,0,,,
1967,17,2,2,62,62,67,170,64.33333333333334,61.75,180,180,1,1,1,0,0,1,1,0,0
1967,17,2,2,63,62,67,170,64.33333333333334,61.75,184,184,1,1,1,0,4,1,1,0,0
1967,17,2,2,64,62,67,170,64.33333333333334,61.75,188,188,1,1,1,0,8,1,1,0,0
1967,17,2,2,65,62,67,170,64.33333333333334,61.75,192,192,1,1,1,0,12,1,1,0,2.6666667
1967,17,2,2,66,62,67,170,64.33333333333334,61.75,196,196,1,1,1,0,16,1,1,0,6.6666665
1967,17,2,2,67,62,67,170,64.33333333333334,61.75,200,200,1,1,1,0,20,1,1,0,10.666667
1967,17,3,1,60,62,67,170,64.33333333333334,61.75,172,172,1,1,1,0,0,0,,,
1967,17,3,1,61,62,67,170,64.33333333333334,61.75,176,176,1,1,1,0,0,0,,,
1967,17,3,1,62,62,67,170,64.33333333333334,61.75,180,180,1,1,1,0,0,1,1,0,0
1967,17,3,1,63,62,67,170,64.33333333333334,61.75,184,184,1,1,1,0,4,1,1,0,0
1967,17,3,1,64,62,67,170,64.33333333333334,61.75,188,188,1,1,1,0,8,1,1,0,0
1967,17,3,1,65,62,67,170,64.33333333333334,61.75,192,192,1,1,1,0,12,1,1,0,2.6666667
1967,17,3,1,66,62,67,170,64.33333333333334,61.75,196,196,1,1,1,0,16,1,1,0,6.6666665
1967,17,3,1,67,62,67,170,64.33333333333334,61.75,200,200,1,1,1,0,20,1,1,0,10.666667
1967,17,3,2,60,62,67,170,64.33333333333334,61.75,172,172,1,1,1,0,0,0,,,
1967,17,3,2,61,62,67,170,64.33333333333334,61.75,176,176,1,1,1,0,0,0,,,
1967,17,3,2,62,62,67,170,64.33333333333334,61.75,180,180,1,1,1,0,0,1,1,0,0
1967,17,3,2,63,62,67,170,64.33333333333334,61.75,184,184,1,1,1,0,4,1,1,0,0
1967,17,3,2,64,62,67,170,64.33333333333334,61.75,188,188,1,1,1,0,8,1,1,0,0
1967,17,3,2,65,62,67,170,64.33333333333334,61.75,192,192,1,1,1,0,12,1,1,0,2.6666667
1967,17,3,2,66,62,67,170,64.33333333333334,61.75,196,196,1,1,1,0,16,1,1,0,6.6666665
1967,17,3,2,67,62,67,170,64.33333333333334,61.75,200,200,1,1,1,0,20,1,1,0,10.666667
1967,17,4,1,60,62,67,170,64.33333333333334,61.75,172,172,1,1,1,0,0,0,,,
1967,17,4,1,61,62,67,170,64.33333333333334,61.75,176,176,1,1,1,0,0,0,,,
1967,17,4,1,62,62,67,170,64.33333333333334,61.75,180,180,1,1,1,0,0,1,1,0,0
1967,17,4,1,63,62,67,170,64.33333333333334,61.75,184,184,1,1,1,0,4,1,1,0,0
1967,17,4,1,64,62,67,170,64.33333333333334,61.75,188,188,1,1,1,0,8,1,1,0,0
1967,17,4,1,65,62,67,170,64.33333333333334,61.75,192,192,1,1,1,0,12,1,1,0,2.6666667
1967,17,4,1,66,62,67,170,64.33333333333334,61.75,196,196,1,1,1,0,16,1,1,0,6.6666665
1967,17,4,1,67,62,67,170,64.33333333333334,61.75,200,200,1,1,1,0,20,1,1,0,10.666667
1967,17,4,2,60,62,67,170,64.33333333333334,61.75,172,172,1,1,1,0,0,0,,,
1967,17,4,2,61,62,67,170,64.33333333333334,61.75,176,176,1,1,1,0,0,0,,,
1967,17,4,2,62,62,67,170,64.33333333333334,61.75,180,180,1,1,1,0,0,1,1,0,0
1967,17,4,2,63,62,67,170,64.33333333333334,61.75,184,184,1,1,1,0,4,1,1,0,0
1967,17,4,2,64,62,67,170,64.33333333333334,61.75,188,188,1,1,1,0,8,1,1,0,0
1967,17,4,2,65,62,67,170,64.33333333333334,61.75,192,192,1,1,1,0,12,1,1,0,2.6666667
1967,17,4,2,66,62,67,170,64.33333333333334,61.75,196,196,1,1,1,0,16,1,1,0,6.6666665
