Naissance,Debut,Enfants,Sexe,AgeLiq,AOD,ATP,DTP,AOD_Macron,AgeCL_Macron,DC,DV,CL,Possible,Tauxplein,Decote,Surcote,Possible_Mac,Tauxplein_Mac,Decote_Mac,Surcote_Mac
1954,17,0,1,60,61.58333333333334,66.58333333333333,165,61.58333333333334,60,172,172,1,1,1,0,0,1,1,0,0
1954,17,0,1,61,61.58333333333334,66.58333333333333,165,61.58333333333334,60,176,176,1,1,1,0,0,1,1,0,0
1954,17,0,1,62,61.58333333333334,66.58333333333333,165,61.58333333333334,60,180,180,1,1,1,0,1.6666666,1,1,0,1.6666666
1954,17,0,1,63,61.58333333333334,66.58333333333333,165,61.58333333333334,60,184,184,1,1,1,0,5.6666665,1,1,0,5.6666665
1954,17,0,1,64,61.58333333333334,66.58333333333333,165,61.58333333333334,60,188,188,1,1,1,0,9.666667,1,1,0,9.666667
1954,17,0,1,65,61.58333333333334,66.58333333333333,165,61.58333333333334,60,192,192,1,1,1,0,13.666667,1,1,0,13.666667
1954,17,0,1,66,61.58333333333334,66.58333333333333,165,61.58333333333334,60,196,196,1,1,1,0,17.666666,1,1,0,17.666666
1954,17,0,1,67,61.58333333333334,66.58333333333333,165,61.58333333333334,60,200,200,1,1,1,0,21.666666,1,1,0,21.666666
1954,17,0,2,60,61.58333333333334,66.58333333333333,165,61.58333333333334,60,172,172,1,1,1,0,0,1,1,0,0
1954,17,0,2,61,61.58333333333334,66.58333333333333,165,61.58333333333334,60,176,176,1,1,1,0,0,1,1,0,0
1954,17,0,2,62,61.58333333333334,66.58333333333333,165,61.58333333333334,60,180,180,1,1,1,0,1.6666666,1,1,0,1.6666666
1954,17,0,2,63,61.58333333333334,66.58333333333333,165,61.58333333333334,60,184,184,1,1,1,0,5.6666665,1,1,0,5.6666665
1954,17,0,2,64,61.58333333333334,66.58333333333333,165,61.58333333333334,60,188,188,1,1,1,0,9.666667,1,1,0,9.666667
1954,17,0,2,65,61.58333333333334,66.58333333333333,165,61.58333333333334,60,192,192,1,1,1,0,13.666667,1,1,0,13.666667
1954,17,0,2,66,61.58333333333334,66.58333333333333,165,61.58333333333334,60,196,196,1,1,1,0,17.666666,1,1,0,17.666666
1954,17,0,2,67,61.58333333333334,66.58333333333333,165,61.58333333333334,60,200,200,1,1,1,0,21.666666,1,1,0,21.666666
1954,17,1,1,60,61.58333333333334,66.58333333333333,165,61.58333333333334,60,172,172,1,1,1,0,0,1,1,0,0
1954,17,1,1,61,61.58333333333334,66.58333333333333,165,61.58333333333334,60,176,176,1,1,1,0,0,1,1,0,0
1954,17,1,1,62,61.58333333333334,66.58333333333333,165,61.58333333333334,60,180,180,1,1,1,0,1.6666666,1,1,0,1.6666666
1954,17,1,1,63,61.58333333333334,66.58333333333333,165,61.58333333333334,60,184,184,1,1,1,0,5.6666665,1,1,0,5.6666665
1954,17,1,1,64,61.58333333333334,66.58333333333333,165,61.58333333333334,60,188,188,1,1,1,0,9.666667,1,1,0,9.666667
1954,17,1,1,65,61.58333333333334,66.58333333333333,165,61.58333333333334,60,192,192,1,1,1,0,13.666667,1,1,0,13.666667
1954,17,1,1,66,61.58333333333334,66.58333333333333,165,61.58333333333334,60,196,196,1,1,1,0,17.666666,1,1,0,17.666666
1954,17,1,1,67,61.58333333333334,66.58333333333333,165,61.58333333333334,60,200,200,1,1,1,0,21.666666,1,1,0,21.666666
1954,17,1,2,60,61.58333333333334,66.58333333333333,165,61.58333333333334,60,172,172,1,1,1,0,0,1,1,0,0
1954,17,1,2,61,61.58333333333334,66.58333333333333,165,61.58333333333334,60,176,176,1,1,1,0,0,1,1,0,0
1954,17,1,2,62,61.58333333333334,66.58333333333333,165,61.58333333333334,60,180,180,1,1,1,0,1.6666666,1,1,0,1.6666666
1954,17,1,2,63,61.58333333333334,66.58333333333333,165,61.58333333333334,60,184,184,1,1,1,0,5.6666665,1,1,0,5.6666665
1954,17,1,2,64,61.58333333333334,66.58333333333333,165,61.58333333333334,60,188,188,1,1,1,0,9.666667,1,1,0,9.666667
1954,17,1,2,65,61.58333333333334,66.58333333333333,165,61.58333333333334,60,192,192,1,1,1,0,13.666667,1,1,0,13.666667
1954,17,1,2,66,61.58333333333334,66.58333333333333,165,61.58333333333334,60,196,196,1,1,1,0,17.666666,1,1,0,17.666666
1954,17,1,2,67,61.58333333333334,66.58333333333333,165,61.58333333333334,60,200,200,1,1,1,0,21.666666,1,1,0,21.666666
1954,17,2,1,60,61.58333333333334,66.58333333333333,165,61.58333333333334,60,172,172,1,1,1,0,0,1,1,0,0
1954,17,2,1,61,61.58333333333334,66.58333333333333,165,61.58333333333334,60,176,176,1,1,1,0,0,1,1,0,0
1954,17,2,1,62,61.58333333333334,66.58333333333333,165,61.58333333333334,60,180,180,1,1,1,0,1.6666666,1,1,0,1.6666666
1954,17,2,1,63,61.58333333333334,66.58333333333333,165,61.58333333333334,60,184,184,1,1,1,0,5.6666665,1,1,0,5.6666665
1954,17,2,1,64,61.58333333333334,66.58333333333333,165,61.58333333333334,60,188,188,1,1,1,0,9.666667,1,1,0,9.666667
1954,17,2,1,65,61.58333333333334,66.58333333333333,165,61.58333333333334,60,192,192,1,1,1,0,13.666667,1,1,0,13.666667
1954,17,2,1,66,61.58333333333334,66.58333333333333,165,61.58333333333334,60,196,196,1,1,1,0,17.666666,1,1,0,17.666666
1954,17,2,1,67,61.58333333333334,66.58333333333333,165,61.58333333333334,60,200,200,1,1,1,0,21.666666,1,1,0,21.666666
1954,17,2,2,60,61.58333333333334,66.58333333333333,165,61.58333333333334,60,172,172,1,1,1,0,0,1,1,0,0
1954,17,2,2,61,61.58333333333334,66.58333333333333,165,61.58333333333334,60,176,176,1,1,1,0,0,1,1,0,0
1954,17,2,2,62,61.58333333333334,66.58333333333333,165,61.58333333333334,60,180,180,1,1,1,0,1.6666666,1,1,0,1.6666666
1954,17,2,2,63,61.58333333333334,66.58333333333333,165,61.58333333333334,60,184,184,1,1,1,0,5.6666665,1,1,0,5.6666665
1954,17,2,2,64,61.58333333333334,66.58333333333333,165,61.58333333333334,60,188,188,1,1,1,0,9.666667,1,1,0,9.666667
1954,17,2,2,65,61.58333333333334,66.58333333333333,165,61.58333333333334,60,192,192,1,1,1,0,13.666667,1,1,0,13.666667
1954,17,2,2,66,61.58333333333334,66.58333333333333,165,61.58333333333334,60,196,196,1,1,1,0,17.666666,1,1,0,17.666666
1954,17,2,2,67,61.58333333333334,66.58333333333333,165,61.58333333333334,60,200,200,1,1,1,0,21.666666,1,1,0,21.666666
1954,17,3,1,60,61.58333333333334,66.58333333333333,165,61.58333333333334,60,172,172,1,1,1,0,0,1,1,0,0
1954,17,3,1,61,61.58333333333334,66.58333333333333,165,61.58333333333334,60,176,176,1,1,1,0,0,1,1,0,0
1954,17,3,1,62,61.58333333333334,66.58333333333333,165,61.58333333333334,60,180,180,1,1,1,0,1.6666666,1,1,0,1.6666666
1954,17,3,1,63,61.58333333333334,66.58333333333333,165,61.58333333333334,60,184,184,1,1,1,0,5.6666665,1,1,0,5.6666665
1954,17,3,1,64,61.58333333333334,66.58333333333333,165,61.58333333333334,60,188,188,1,1,1,0,9.666667,1,1,0,9.666667
1954,17,3,1,65,61.58333333333334,66.58333333333333,165,61.58333333333334,60,192,192,1,1,1,0,13.666667,1,1,0,13.666667
1954,17,3,1,66,61.58333333333334,66.58333333333333,165,61.58333333333334,60,196,196,1,1,1,0,17.666666,1,1,0,17.666666
1954,17,3,1,67,61.58333333333334,66.58333333333333,165,61.58333333333334,60,200,200,1,1,1,0,21.666666,1,1,0,21.666666
1954,17,3,2,60,61.58333333333334,66.58333333333333,165,61.58333333333334,60,172,172,1,1,1,0,0,1,1,0,0
1954,17,3,2,61,61.58333333333334,66.58333333333333,165,61.58333333333334,60,176,176,1,1,1,0,0,1,1,0,0
1954,17,3,2,62,61.58333333333334,66.58333333333333,165,61.58333333333334,60,180,180,1,1,1,0,1.6666666,1,1,0,1.6666666
1954,17,3,2,63,61.58333333333334,66.58333333333333,165,61.58333333333334,60,184,184,1,1,1,0,5.6666665,1,1,0,5.6666665
1954,17,3,2,64,61.58333333333334,66.58333333333333,165,61.58333333333334,60,188,188,1,1,1,0,9.666667,1,1,0,9.666667
1954,17,3,2,65,61.58333333333334,66.58333333333333,165,61.58333333333334,60,192,192,1,1,1,0,13.666667,1,1,0,13.666667
1954,17,3,2,66,61.58333333333334,66.58333333333333,165,61.58333333333334,60,196,196,1,1,1,0,17.666666,1,1,0,17.666666
1954,17,3,2,67,61.58333333333334,66.58333333333333,165,61.58333333333334,60,200,200,1,1,1,0,21.666666,1,1,0,21.666666
1954,17,4,1,60,61.58333333333334,66.58333333333333,165,61.58333333333334,60,172,172,1,1,1,0,0,1,1,0,0
1954,17,4,1,61,61.58333333333334,66.58333333333333,165,61.58333333333334,60,176,176,1,1,1,0,0,1,1,0,0
1954,17,4,1,62,61.58333333333334,66.58333333333333,165,61.58333333333334,60,180,180,1,1,1,0,1.6666666,1,1,0,1.6666666
1954,17,4,1,63,61.58333333333334,66.58333333333333,165,61.58333333333334,60,184,184,1,1,1,0,5.6666665,1,1,0,5.6666665
1954,17,4,1,64,61.58333333333334,66.58333333333333,165,61.58333333333334,60,188,188,1,1,1,0,9.666667,1,1,0,9.666667
1954,17,4,1,65,61.58333333333334,66.58333333333333,165,61.58333333333334,60,192,192,1,1,1,0,13.666667,1,1,0,13.666667
1954,17,4,1,66,61.58333333333334,66.58333333333333,165,61.58333333333334,60,196,196,1,1,1,0,17.666666,1,1,0,17.666666
1954,17,4,1,67,61.58333333333334,66.58333333333333,165,61.58333333333334,60,200,200,1,1,1,0,21.666666,1,1,0,21.666666
1954,17,4,2,60,61.58333333333334,66.58333333333333,165,61.58333333333334,60,172,172,1,1,1,0,0,1,1,0,0
1954,17,4,2,61,61.58333333333334,66.58333333333333,165,61.58333333333334,60,176,176,1,1,1,0,0,1,1,0,0
1954,17,4,2,62,61.58333333333334,66.58333333333333,165,61.58333333333334,60,180,180,1,1,1,0,1.6666666,1,1,0,1.6666666
1954,17,4,2,63,61.58333333333334,66.58333333333333,165,61.58333333333334,60,184,184,1,1,1,0,5.6666665,1,1,0,5.6666665
1954,17,4,2,64,61.58333333333334,66.58333333333333,165,61.58333333333334,60,188,188,1,1,1,0,9.666667,1,1,0,9.666667
1954,17,4,2,65,61.58333333333334,66.58333333333333,165,61.58333333333334,60,192,192,1,1,1,0,13.666667,1,1,0,13.666667
1954,17,4,2,66,61.58333333333334,66.58333333333333,165,61.58333333333334,60,196,196,1,1,1,0,17.666666,1,1,0,17.666666
1954,17,4,2,67,61.58333333333334,66.58333333333333,165,61.58333333333334,60,200,200,1,1,1,0,21.666666,1,1,0,21.666666
1954,17,5,1,60,61.58333333333334,66.58333333333333,165,61.58333333333334,60,172,172,1,1,1,0,0,1,1,0,0
1954,17,5,1,61,61.58333333333334,66.58333333333333,165,61.58333333333334,60,176,176,1,1,1,0,0,1,1,0,0
1954,17,5,1,62,61.58333333333334,66.58333333333333,165,61.58333333333334,60,180,180,1,1,1,0,1.6666666,1,1,0,1.6666666
1954,17,5,1,63,61.58333333333334,66.58333333333333,165,61.58333333333334,60,184,184,1,1,1,0,5.6666665,1,1,0,5.6666665
1954,17,5,1,64,61.58333333333334,66.58333333333333,165,61.58333333333334,60,188,188,1,1,1,0,9.666667,1,1,0,9.666667
1954,17,5,1,65,61.58333333333334,66.58333333333333,165,61.58333333333334,60,192,192,1,1,1,0,13.666667,1,1,0,13.666667
1954,17,5,1,66,61.58333333333334,66.58333333333333,165,61.58333333333334,60,196,196,1,1,1,0,17.666666,1,1,0,17.666666
1954,17,5,1,67,61.58333333333334,66.58333333333333,165,61.58333333333334,60,200,200,1,1,1,0,21.666666,1,1,0,21.666666
1954,17,5,2,60,61.58333333333334,66.58333333333333,165,61.58333333333334,60,172,172,1,1,1,0,0,1,1,0,0
1954,17,5,2,61,61.58333333333334,66.58333333333333,165,61.58333333333334,60,176,176,1,1,1,0,0,1,1,0,0
1954,17,5,2,62,61.58333333333334,66.58333333333333,165,61.58333333333334,60,180,180,1,1,1,0,1.6666666,1,1,0,1.6666666
1954,17,5,2,63,61.58333333333334,66.58333333333333,165,61.58333333333334,60,184,184,1,1,1,0,5.6666665,1,1,0,5.6666665
1954,17,5,2,64,61.58333333333334,66.58333333333333,165,61.58333333333334,60,188,188,1,1,1,0,9.666667,1,1,0,9.666667
1954,17,5,2,65,61.58333333333334,66.58333333333333,165,61.58333333333334,60,192,192,1,1,1,0,13.666667,1,1,0,13.666667
