Naissance,Debut,Enfants,Sexe,AgeLiq,AOD,ATP,DTP,AOD_Macron,AgeCL_Macron,DC,DV,CL,Possible,Tauxplein,Decote,Surcote,Possible_Mac,Tauxplein_Mac,Decote_Mac,Surcote_Mac
1962,17,0,1,60,62,67,168,62.66666666666667,60.5,172,172,1,1,1,0,0,0,,,
1962,17,0,1,61,62,67,168,62.66666666666667,60.5,176,176,1,1,1,0,0,1,1,0,0
1962,17,0,1,62,62,67,168,62.66666666666667,60.5,180,180,1,1,1,0,0,1,1,0,0
1962,17,0,1,63,62,67,168,62.66666666666667,60.5,184,184,1,1,1,0,4,1,1,0,1.3333334
1962,17,0,1,64,62,67,168,62.66666666666667,60.5,188,188,1,1,1,0,8,1,1,0,5.3333335
1962,17,0,1,65,62,67,168,62.66666666666667,60.5,192,192,1,1,1,0,12,1,1,0,9.333333
1962,17,0,1,66,62,67,168,62.66666666666667,60.5,196,196,1,1,1,0,16,1,1,0,13.333333
1962,17,0,1,67,62,67,168,62.66666666666667,60.5,200,200,1,1,1,0,20,1,1,0,17.333334
1962,17,0,2,60,62,67,168,62.66666666666667,60.5,172,172,1,1,1,0,0,0,,,
1962,17,0,2,61,62,67,168,62.66666666666667,60.5,176,176,1,1,1,0,0,1,1,0,0
1962,17,0,2,62,62,67,168,62.66666666666667,60.5,180,180,1,1,1,0,0,1,1,0,0
1962,17,0,2,63,62,67,168,62.66666666666667,60.5,184,184,1,1,1,0,4,1,1,0,1.3333334
1962,17,0,2,64,62,67,168,62.66666666666667,60.5,188,188,1,1,1,0,8,1,1,0,5.3333335
1962,17,0,2,65,62,67,168,62.66666666666667,60.5,192,192,1,1,1,0,12,1,1,0,9.333333
1962,17,0,2,66,62,67,168,62.66666666666667,60.5,196,196,1,1,1,0,16,1,1,0,13.333333
1962,17,0,2,67,62,67,168,62.66666666666667,60.5,200,200,1,1,1,0,20,1,1,0,17.333334
1962,17,1,1,60,62,67,168,62.66666666666667,60.5,172,172,1,1,1,0,0,0,,,
1962,17,1,1,61,62,67,168,62.66666666666667,60.5,176,176,1,1,1,0,0,1,1,0,0
1962,17,1,1,62,62,67,168,62.66666666666667,60.5,180,180,1,1,1,0,0,1,1,0,0
1962,17,1,1,63,62,67,168,62.66666666666667,60.5,184,184,1,1,1,0,4,1,1,0,1.3333334
1962,17,1,1,64,62,67,168,62.66666666666667,60.5,188,188,1,1,1,0,8,1,1,0,5.3333335
1962,17,1,1,65,62,67,168,62.66666666666667,60.5,192,192,1,1,1,0,12,1,1,0,9.333333
1962,17,1,1,66,62,67,168,62.66666666666667,60.5,196,196,1,1,1,0,16,1,1,0,13.333333
1962,17,1,1,67,62,67,168,62.66666666666667,60.5,200,200,1,1,1,0,20,1,1,0,17.333334
1962,17,1,2,60,62,67,168,62.66666666666667,60.5,172,172,1,1,1,0,0,0,,,
1962,17,1,2,61,62,67,168,62.66666666666667,60.5,176,176,1,1,1,0,0,1,1,0,0
1962,17,1,2,62,62,67,168,62.66666666666667,60.5,180,180,1,1,1,0,0,1,1,0,0
1962,17,1,2,63,62,67,168,62.66666666666667,60.5,184,184,1,1,1,0,4,1,1,0,1.3333334
1962,17,1,2,64,62,67,168,62.66666666666667,60.5,188,188,1,1,1,0,8,1,1,0,5.3333335
1962,17,1,2,65,62,67,168,62.66666666666667,60.5,192,192,1,1,1,0,12,1,1,0,9.333333
1962,17,1,2,66,62,67,168,62.66666666666667,60.5,196,196,1,1,1,0,16,1,1,0,13.333333
1962,17,1,2,67,62,67,168,62.66666666666667,60.5,200,200,1,1,1,0,20,1,1,0,17.333334
1962,17,2,1,60,62,67,168,62.66666666666667,60.5,172,172,1,1,1,0,0,0,,,
1962,17,2,1,61,62,67,168,62.66666666666667,60.5,176,176,1,1,1,0,0,1,1,0,0
1962,17,2,1,62,62,67,168,62.66666666666667,60.5,180,180,1,1,1,0,0,1,1,0,0
1962,17,2,1,63,62,67,168,62.66666666666667,60.5,184,184,1,1,1,0,4,1,1,0,1.3333334
