Naissance,Debut,Enfants,Sexe,AgeLiq,AOD,ATP,DTP,AOD_Macron,AgeCL_Macron,DC,DV,CL,Possible,Tauxplein,Decote,Surcote,Possible_Mac,Tauxplein_Mac,Decote_Mac,Surcote_Mac
1952,17,0,1,60,60.75,65.75,164,60.75,60,172,172,1,1,1,0,0,1,1,0,0
1952,17,0,1,61,60.75,65.75,164,60.75,60,176,176,1,1,1,0,1,1,1,0,1
1952,17,0,1,62,60.75,65.75,164,60.75,60,180,180,1,1,1,0,5,1,1,0,5
1952,17,0,1,63,60.75,65.75,164,60.75,60,184,184,1,1,1,0,9,1,1,0,9
1952,17,0,1,64,60.75,65.75,164,60.75,60,188,188,1,1,1,0,13,1,1,0,13
1952,17,0,1,65,60.75,65.75,164,60.75,60,192,192,1,1,1,0,17,1,1,0,17
1952,17,0,1,66,60.75,65.75,164,60.75,60,196,196,1,1,1,0,21,1,1,0,21
1952,17,0,1,67,60.75,65.75,164,60.75,60,200,200,1,1,1,0,25,1,1,0,25
1952,17,0,2,60,60.75,65.75,164,60.75,60,172,172,1,1,1,0,0,1,1,0,0
1952,17,0,2,61,60.75,65.75,164,60.75,60,176,176,1,1,1,0,1,1,1,0,1
1952,17,0,2,62,60.75,65.75,164,60.75,60,180,180,1,1,1,0,5,1,1,0,5
1952,17,0,2,63,60.75,65.75,164,60.75,60,184,184,1,1,1,0,9,1,1,0,9
1952,17,0,2,64,60.75,65.75,164,60.75,60,188,188,1,1,1,0,13,1,1,0,13
1952,17,0,2,65,60.75,65.75,164,60.75,60,192,192,1,1,1,0,17,1,1,0,17
1952,17,0,2,66,60.75,65.75,164,60.75,60,196,196,1,1,1,0,21,1,1,0,21
1952,17,0,2,67,60.75,65.75,164,60.75,60,200,200,1,1,1,0,25,1,1,0,25
1952,17,1,1,60,60.75,65.75,164,60.75,60,172,172,1,1,1,0,0,1,1,0,0
1952,17,1,1,61,60.75,65.75,164,60.75,60,176,176,1,1,1,0,1,1,1,0,1
1952,17,1,1,62,60.75,65.75,164,60.75,60,180,180,1,1,1,0,5,1,1,0,5
1952,17,1,1,63,60.75,65.75,164,60.75,60,184,184,1,1,1,0,9,1,1,0,9
1952,17,1,1,64,60.75,65.75,164,60.75,60,188,188,1,1,1,0,13,1,1,0,13
1952,17,1,1,65,60.75,65.75,164,60.75,60,192,192,1,1,1,0,17,1,1,0,17
1952,17,1,1,66,60.75,65.75,164,60.75,60,196,196,1,1,1,0,21,1,1,0,21
1952,17,1,1,67,60.75,65.75,164,60.75,60,200,200,1,1,1,0,25,1,1,0,25
1952,17,1,2,60,60.75,65.75,164,60.75,60,172,172,1,1,1,0,0,1,1,0,0
1952,17,1,2,61,60.75,65.75,164,60.75,60,176,176,1,1,1,0,1,1,1,0,1
1952,17,1,2,62,60.75,65.75,164,60.75,60,180,180,1,1,1,0,5,1,1,0,5
1952,17,1,2,63,60.75,65.75,164,60.75,60,184,184,1,1,1,0,9,1,1,0,9
1952,17,1,2,64,60.75,65.75,164,60.75,60,188,188,1,1,1,0,13,1,1,0,13
1952,17,1,2,65,60.75,65.75,164,60.75,60,192,192,1,1,1,0,17,1,1,0,17
1952,17,1,2,66,60.75,65.75,164,60.75,60,196,196,1,1,1,0,21,1,1,0,21
1952,17,1,2,67,60.75,65.75,164,60.75,60,200,200,1,1,1,0,25,1,1,0,25
1952,17,2,1,60,60.75,65.75,164,60.75,60,172,172,1,1,1,0,0,1,1,0,0
1952,17,2,1,61,60.75,65.75,164,60.75,60,176,176,1,1,1,0,1,1,1,0,1
1952,17,2,1,62,60.75,65.75,164,60.75,60,180,180,1,1,1,0,5,1,1,0,5
1952,17,2,1,63,60.75,65.75,164,60.75,60,184,184,1,1,1,0,9,1,1,0,9
1952,17,2,1,64,60.75,65.75,164,60.75,60,188,188,1,1,1,0,13,1,1,0,13
1952,17,2,1,65,60.75,65.75,164,60.75,60,192,192,1,1,1,0,17,1,1,0,17
1952,17,2,1,66,60.75,65.75,164,60.75,60,196,196,1,1,1,0,21,1,1,0,21
1952,17,2,1,67,60.75,65.75,164,60.75,60,200,200,1,1,1,0,25,1,1,0,25
1952,17,2,2,60,60.75,65.75,164,60.75,60,172,172,1,1,1,0,0,1,1,0,0
1952,17,2,2,61,60.75,65.75,164,60.75,60,176,176,1,1,1,0,1,1,1,0,1
1952,17,2,2,62,60.75,65.75,164,60.75,60,180,180,1,1,1,0,5,1,1,0,5
1952,17,2,2,63,60.75,65.75,164,60.75,60,184,184,1,1,1,0,9,1,1,0,9
1952,17,2,2,64,60.75,65.75,164,60.75,60,188,188,1,1,1,0,13,1,1,0,13
1952,17,2,2,65,60.75,65.75,164,60.75,60,192,192,1,1,1,0,17,1,1,0,17
1952,17,2,2,66,60.75,65.75,164,60.75,60,196,196,1,1,1,0,21,1,1,0,21
1952,17,2,2,67,60.75,65.75,164,60.75,60,200,200,1,1,1,0,25,1,1,0,25
1952,17,3,1,60,60.75,65.75,164,60.75,60,172,172,1,1,1,0,0,1,1,0,0
